"snapshot-date","sku","fnsku","asin","product-name","condition","available","fc-transfer","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-366-to-455-days","inv-age-456-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-366-455-days","estimated-ais-366-455-days","quantity-to-be-charged-ais-456-plus-days","estimated-ais-456-plus-days","historical-days-of-supply","fba-minimum-inventory-level","fba-inventory-level-health-status","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory cost coverage fee?","Low-Inventory cost coverage fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Processing","Reserved Customer Order","Reserved Staging","Total Days of Supply (including units from open shipments)","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-08-13","D1184","X0026YKH09","B0DPZG4HLM","Abflusssieb Spüle Küche Dusche Waschbecken, Spülbecken Küchenspüle Sieb Edelstahl, Außendurchmesser: 11,2 cm, Innendurchmesser: 7,5cm, Tiefe: 2 cm, 3 Stücke","New","12","3","0","15","1","0","0","0","0","EUR","0","0","0","0","Low traffic","5.89","0.0","5.89","0.0","Advertise listing","5","0.0","0","0","7.26","0.0","2.51E-4","cubic meter","Standard","0.003011","DE","gl_home","1298859","366","10","","","5.94","0.0","0.0","0.0","0.0","15","0","0","0","0","0.08","0","0","0","0","0","0","","","","","","","","","","","","","","0","","0","","","","","","","2026-08-10","15","0","0","0","366","N","","",""
"2026-08-13","RPAHXPDE087","X002HKFQF3","B0GG5J5KTZ","RSYHVG Brillenetuis für Herren 3er Set Filz Brillen Sonnenbrillen Aufbewahrungstasche Tragetasche Soft Pocket Brillenetui Steckbare Brillen Sonnenbrillentasche Tragbare Lesebrillentasche","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","7.19","0.0","7.19","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Apparel","8.0E-4","DE","gl_apparel","","","0","","","7.19","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","RPAHXPDE095","X002HKD7NL","B0GG5226NM","10 Stück Stoffüberzogene Haken- und Ösenverschlüsse Fasteners Nähverschluss für Pelzmanteljacke","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","9.49","0.0","9.49","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","8.0E-4","DE","gl_office_product","","","0","","","","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","D1107","X0026WHQIH","B0DPW9DBV6","Eierseparator, Eigelbabscheider, Eigelbabscheider, aus lebensmittelechtem Edelstahl 304, spülmaschinengeeignet","New","4","0","0","0","0","9","0","0","0","EUR","2","11","13","13","Low traffic","4.99","0.0","4.99","0.0","CreateShippingPlan","0","0.0","0","0","4.93","0.69","2.97E-4","cubic meter","Standard","0.00119","DE","gl_home","380807","13","0","1","4","5.24","8.38","46.09","54.47","54.47","0","0","0","9","0","0.01","0","0","0","0","2","0","","","","","","","","","","","","","167.1","2","","4","2026-08-19","2026-08-10","Yes","No","46.1","167.1","2026-08-10","4","1","1","0","20","N","","",""
"2026-08-13","D12160","X0026YMX6P","B0DPYXKHVQ","Hülle für iPhone 11 (2019) 6,1"", Nie Vergilbung Handyhülle Schutzhülle Case Cover mit Anti-kratzt Transparente und Rückseite (Durchsichtig)","","0","0","0","0","3","0","0","0","0","EUR","0","0","0","0","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","","","0","0","","0.0","1.28E-4","cubic meter","Standard","0.0","DE","gl_electronics","518328","0","0","","","4.93","0.0","0.0","0.0","0.0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","0","","0","","","","","","","2026-08-10","0","0","0","0","0","N","","",""
"2026-08-13","RPAHXPDE092-1","X002MNDYFT","B0H6M9TTX5","RSYHVG Flusensieb Ersatz aus ABS-Kunststoff, kompatibel mit Siemens iQ800 Bosch Waschmaschinen, Ersatznummern 00647920 00605010 00602008, blau 1 Stück","New","10","0","0","10","0","0","0","0","0","EUR","","","","","Low traffic","8.99","0.0","8.99","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","0.001","DE","gl_major_appliances","","","0","","","","","","","","10","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","10","0","0","0","","N","","",""
"2026-08-13","RPAHXPDE096-1","X002MND657","B0H6MJ5HHT","RSYHVG RFID Kreditkartenetui aus PU-Leder mit Reißverschluss, 13 Fächer Orgel-Design Münzfach Geldbörse für Damen Herren Schwarz","New","7","0","0","7","0","0","0","0","0","EUR","","","","","Low traffic","6.29","0.0","6.29","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","7.0E-4","DE","gl_luggage","","","0","","","","","","","","7","0","0","0","0","","1","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","D12172","X0026YINB9","B0DPYVNWHH","Geistermaske, Totenkopf-Sturmhaube,Skelett-Kostüm, Ganzkopf-Ski-Schlauchschal, gestrickt, Winddicht, wärmend, Kopfbedeckung für Fahrrad, Skateboard, Motorrad, Snowboard, Outdoor-Sports","New","19","14","0","40","0","0","0","0","0","EUR","6","18","27","27","Low traffic","6.29","0.0","6.29","0.0","CreateShippingPlan","32","0.0","0","0","0.0","0.96","3.6E-4","cubic meter","Apparel","0.00684","DE","gl_apparel","72964","50","0","4","9","6.29","31.74","95.22","142.83","142.83","40","0","0","0","0","0.15","0","0","0","0","4","0","","","","","","","","","","","","","76.1","21","","0","","2026-08-10","Yes","No","19.6","76.1","2026-08-10","33","2","2","0","55","N","","",""
"2026-08-13","D12183","X0026YH5XB","B0DPYHX4PQ","Dusche mit Exfoliation Rücken Waschmaschine, 85 * 9 cm, mit Griff, Exfoliation Waschmaschine, Körper Exfoliation, Badewerkzeuge, tief reiben Sie Ihren Körper, Männer und Frauen, Exfoliation","","0","0","0","0","2","0","0","0","0","EUR","0","0","0","0","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","","","0","0","","0.0","4.6E-4","cubic meter","Standard","0.0","DE","gl_beauty","356922","0","0","","","5.69","0.0","0.0","0.0","0.0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","0","","0","","","","","","","2026-08-10","0","0","0","0","0","N","","",""
"2026-08-13","D12155","X0026YDIR3","B0DPYMSP9R","Damen Breiter Elastischer Taillengürtel Cinch Gürtel Trimmer Stretchbund","","0","0","0","0","1","0","0","0","0","EUR","0","0","0","0","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","","","0","0","","0.0","3.6E-4","cubic meter","Apparel","0.0","DE","gl_apparel","1540470","0","0","","","4.99","0.0","0.0","0.0","0.0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","0","","0","","","","","","","2026-08-10","0","0","0","0","0","N","","",""
"2026-08-13","D12128","X0026YKPKL","B0DPZKVF6J","Runde Knöpfe aus Kunstharz, 20 mm, 4 Löcher, Schwarz, 20 mm, 40Stück","New","15","0","0","15","0","0","0","0","0","EUR","0","0","0","0","Low traffic","4.79","0.0","4.79","0.0","Advertise listing","0","4.39","46","0","63.48","0.0","1.67E-4","cubic meter","Standard","0.002507","DE","gl_office_product","1295183","366","0","","","4.79","0.0","0.0","0.0","0.0","15","0","0","0","0","1.22","0","0","0","0","0","0","","","","","","","","","","","","","","0","","0","","","","","","","2026-08-10","15","0","0","0","366","N","","",""
"2026-08-13","RPAHXPDE094","X002HNO039","B0GGH5HM81","3 Stück Schutzhülle mit Schlüsselring, Universal Passend für Mini Ortungsgerät, Leder Schlüsselanhänger Hülle, Tragbare Mini Hülle Schlüsselanhänger","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","6.99","0.0","6.99","0.0","Advertise listing","","","0","0","","0.0","1.7E-4","cubic meter","Standard","0.001361","DE","gl_wireless","","","0","","","","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","RPAHXPDE099","X002HKDA97","B0GG5B75WS","3 Stück Silikon Knoblauchschäler Schäler Rolle,SchnellschäLrolle GroßEr Einfach Und Praktisch SilikonschäLer für Küchenwerkzeug,Knoblauch Roller KüChenhelfer Silikon Knoblauch Schäler","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","8.19","0.0","8.19","0.0","Advertise listing","","","0","0","","0.0","7.71E-4","cubic meter","Standard","0.006167","DE","gl_home","","","0","","","","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","RPAHXPDE059","X002HK9HFD","B0GG4RSWK9","Ersatzschlüssel Für Papierhandtuchspender Universal Schlüssel Für Gewerbliche Papierspender Und Taschentuchboxen 5.3X2.4X7.6 cm Leichtes Öffnen Von Handtuchspendern","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","7.19","0.0","7.19","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","8.0E-4","DE","gl_home","","","0","","","","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","RPAHXPDE003-1","X002MN75EF","B0H6MGT1P3","RSYHVG 10mm Teflonband PTFE Glasgewebeband Schwarz, Antistatisches Hitzebeständiges Klebeband bis 300°C, 10m Hochtemperaturband für Vakuumiergerät, Impulsversiegeler, Verpackungsmaschinen","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","5.39","0.0","5.39","0.0","Advertise listing","","","0","0","","0.0","1.16E-4","cubic meter","Standard","9.29E-4","DE","gl_biss","","","0","","","5.39","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","RPAHXPDE070","X002HKAKUJ","B0GG4ZRDRT","Limeow 1 Stück Bookmark Kids Lesezeichen Metall Lesezeichen Tiere 3d Lesezeichen Personalisiert Lesezeichen Kinder Einschulung Wird in Den Meisten Büchern Zeitschriften Broschüren Usw Verwendet","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","6.79","0.0","6.79","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","8.0E-4","DE","gl_office_product","","","0","","","","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","D1255","X0026X6OL1","B0DPWXZ2F2","Seide Haarringe Damen Pferdeschwanzhalter Haarband aus Seide, Seide Haargummis Verpackung MEHRWEG(Schwarz,2)","New","9","12","0","21","2","0","0","0","0","EUR","0","0","1","1","Low traffic","4.8","0.0","4.8","0.0","NoRestockExcessActionRequired","0","4.08","52","0","79.46","0.12","1.0E-4","cubic meter","Standard","9.0E-4","DE","gl_beauty","367146","366","21","","117","4.8","0.0","0.0","4.2","4.2","20","1","0","0","0","0.08","0","0","0","0","0","0","","","","","","","","","","","","","","0","","0","","","","","","278.0","2026-08-10","21","0","0","0","366","N","","",""
"2026-08-13","D12136","X0026YKSUX","B0DPZN4D6R","5m Klettband mit 25 Metallschnalle, Frei Zuschneidbar Klettverschluss Band - 2cm Breit, Wiederverschließbar Klett Kabelbinder zum Organisieren Ihrer Kabel, Schnüre, Schläuche usw","","0","0","0","1","0","0","0","0","0","EUR","0","0","0","0","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","","","0","0","","0.0","3.44E-4","cubic meter","Standard","0.0","DE","gl_home_improvement","640989","0","0","","","6.29","0.0","0.0","0.0","0.0","1","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","0","","0","","","","","","","2026-08-10","0","0","0","0","0","N","","",""
"2026-08-13","RPAHXPDE081","X002HN3463","B0GGGXDXBM","4 Pcs Wärmflaschen Verschluss Stecker Heißwasserbeutel Deckel Wärmflasche Verschlussstopfen Wärmflaschenverschlüsse Stöpsel Gewinde Verschluss Warmwasserbeutel Stopfen Ersatz","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","8.99","0.0","8.99","0.0","Advertise listing","","","0","0","","0.0","3.59E-4","cubic meter","Standard","0.002871","DE","gl_kitchen","","","0","","","","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","D12215","X0026YN02L","B0DPYWQDK9","Rutschfester und waschbarer Greifer Vacuum Tech – Neue Materialien zum Schutz vor Kräuseln; halten Sie Ihren Teppich an Ort und Stelle","New","21","0","0","20","0","1","0","0","0","EUR","0","3","5","5","Low traffic","6.89","0.0","6.89","0.0","NoRestockExcessActionRequired","0","6.52","52","0","108.62","0.54","1.0E-4","cubic meter","Standard","0.0021","DE","gl_kitchen","762778","127","21","28","54","6.89","0.0","17.37","29.29","29.29","20","0","0","1","0","0.05","0","0","0","0","0","0","","","","","","","","","","","","","121.6","13","","0","","2026-08-10","Yes","No","49.6","121.6","2026-08-10","21","0","0","0","127","N","","",""
"2026-08-13","D1116-1","X0026Y9UTX","B0DPYCR9PK","Dänischer Schneebesen für perfekten Teig im Nu, hochwertiger Teigbesen als Brotbackzubehör, Teigrührer, Teigkneter, Dänischer Schneebesen als Brotbackzubehör","New","18","2","0","20","0","0","0","0","0","EUR","0","0","0","0","Low traffic","6.49","0.0","6.49","0.0","Advertise listing","","","0","0","","0.0","6.6E-4","cubic meter","Standard","0.01188","DE","gl_kitchen","962700","366","0","","","6.49","0.0","0.0","0.0","0.0","20","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","0","","0","","","","","","","2026-08-10","20","0","0","0","366","N","","",""
"2026-08-13","RPAHXPDE067","X002HKAFEZ","B0GG4Z841Y","10 Stück Schwarze Temperaturbeständige Gummipufferfüße für Gasherde Herdplatten Rostfüße Anwendbar für Wohnmobilkocher mit 4,5 Mm Durchmesser","New","6","0","0","6","0","0","0","0","0","EUR","1","2","2","2","Low traffic","8.09","0.0","8.09","0.0","NoRestockExcessActionRequired","","","0","0","","0.57","1.0E-4","cubic meter","Standard","6.0E-4","DE","gl_home_improvement","67806","39","0","12","39","8.09","6.8","13.6","13.6","13.6","6","0","0","0","0","","0","0","0","0","1","0","","","","","","","","","","","","","65.0","4","","0","","2026-08-10","Yes","No","65.0","65.0","2026-08-10","6","1","0","0","45","N","","",""
"2026-08-13","D12238","X0026YKHCH","B0DPZCQNH3","Edelstahl Spatenlöffel, schaufelförmiger kreativer Schaufelnetz roter Löffel, Wassermelonenlöffel Milchtee Kaffee Kaffee Zuckerlöffel Eisdessertlöffel (8 Stück)","New","4","0","0","0","5","0","0","0","0","EUR","0","4","4","4","Low traffic","5.89","0.0","5.89","0.0","NoRestockExcessActionRequired","1","0.0","0","0","2.32","0.15","0.0","cubic meter","Other","0.0","DE","gl_kitchen","245309","27","0","4","13","5.89","0.0","19.8","19.8","19.8","0","0","0","0","0","0.2","0","0","0","0","2","0","","","","","","","","","","","","","902.3","2","","5","2026-08-18","2026-08-10","Yes","No","222.3","902.3","2026-08-10","4","2","0","0","42","N","","",""
"2026-08-13","D1215","X0026Z0L27","B0DQ17BF5H","Generic Calabash Sicherheitsnadeln Metall, bunt gemischte Farben zufällig versandt, Näh- und Bastel Pins für Kleidung Schmuck, 100 Stück pro Packung","New","14","0","0","0","15","0","0","0","0","EUR","1","6","6","6","Low traffic","4.39","0.0","4.39","0.0","NoRestockExcessActionRequired","5","0.0","0","0","0.99","0.27","2.25E-4","cubic meter","Standard","0.00315","DE","gl_home","568943","72","0","9","30","4.39","3.69","22.14","22.14","22.14","0","0","0","0","0","0.07","0","0","0","0","0","0","","","","","","","","","","","","","350.0","4","","0","","2026-08-10","Yes","No","110.0","350.0","2026-08-10","14","0","0","0","72","N","","",""
"2026-08-13","D12112","X0026XRNHP","B0DPX51B99","Katzengeschirr mit Leine Schwarz Softgeschirr für Katze Brustgeschirr Cat Harness Katzengarnitur ausbruchsicher verstellbar Katzenweste Schwarz XS","New","6","8","0","16","0","0","0","0","0","EUR","7","23","23","23","Low traffic","8.59","0.0","8.29","0.0","CreateShippingPlan","1","0.0","0","0","51.09","0.99","5.0E-4","cubic meter","Standard","0.003","DE","gl_pet_products","23371","19","0","1","3","8.59","47.94","156.74","156.74","156.74","16","0","0","0","0","0.15","0","0","0","0","1","0","","","","","","","","","","","","","101.4","5","","19","2026-08-19","2026-08-10","Yes","No","28.7","101.4","2026-08-10","14","1","0","0","20","N","","",""
"2026-08-13","RPAHXPDE069-1","X002MN2QD5","B0H6MGL4LJ","RSYHVG 4 Stück Metall Schalringe Clips, 4 verschiedene Designs Perlen Strass Hemd Schnallen für T-Shirts Schals Kleider Damenmode","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","5.79","0.0","5.79","0.0","Advertise listing","","","0","0","","0.0","3.39E-4","cubic meter","Apparel","0.002715","DE","gl_apparel","","","0","","","","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
"2026-08-13","RPAHXPDE104","X002HKG503","B0GG5GJ2F8","12 Stück Diebstahlsicherung Reisverschlüse Zieher - Backpacking Must Haves Diebstahlsicherung Rucksack Zipper Reißverschluss Clip Gepäck, Reise Gadgets, Reißverschluss Verschluss Clip für Zuhause Schl","New","8","0","0","8","0","0","0","0","0","EUR","","","","","Low traffic","6.69","0.0","6.69","0.0","Advertise listing","","","0","0","","0.0","1.61E-4","cubic meter","Standard","0.001287","DE","gl_home_improvement","","","0","","","","","","","","8","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","8","0","0","0","","N","","",""
