"sku","fnsku","asin","product-name","condition","your-price","mfn-listing-exists","mfn-fulfillable-quantity","afn-listing-exists","afn-warehouse-quantity","afn-fulfillable-quantity","afn-unsellable-quantity","afn-reserved-quantity","afn-total-quantity","per-unit-volume","afn-inbound-working-quantity","afn-inbound-shipped-quantity","afn-inbound-receiving-quantity","afn-researching-quantity","afn-reserved-future-supply","afn-future-supply-buyable","afn-fulfillable-quantity-local","afn-fulfillable-quantity-remote","afn-fc-transfer-quantity","afn-onhand-buyable-quantity","store"
"D1178","X0026YPTG1","B0DPZGCDKC","Universal Waschbecken 80 mm Siebkörbchen Abflussstopfen Edelstahl Waschbeckenstöpsel Waschbeckensieb – Sieb Stöpsel Abfluss Küche Spüle Abflussstopfen Küchenspüle - Edelstahl","New","6.29","No",,"Yes","22","19","1","0","22","393.95","0","0","0","0","0","10","19","0","2","21",
"D1179","X0026YOTM1","B0DPZGFZYG","315℃ Hochhitzebeständiger Silikon Löffel Spatel:Flexibler Nahtloser Gummispatel, Backen Kochen Silikon Teigschaber für Antihaftbeschichtetes Kochgeschirr Mischen Schaben (29cm, Schwarz)","New","5.69","No",,"Yes","11","10","0","1","11","340.85","0","0","0","0","0","0","10","0","0","10",
"D1181","X0026YKJMF","B0DPZFF1G4","4 Stück Katzen Kaffee Löffel Set, Edelstahl Hängelöffel mit süßem Katzen Design, Mehrzweck Teelöffel Dessertlöffel zum Aufhängen an Tassen, ideal für Kaffee, Tee, Milch, Milchshake und Getränkemischen","New","5.59","No",,"Yes","32","31","0","1","32","94.39","0","0","0","0","0","0","31","0","0","31",
"D1182","X0026YKGZ5","B0DPZH9PWZ","Generic Honiglöffel aus 18/10 rostfreiem Edelstahl, mit Einhängekrümmung für Honigglas, klassischer silberner Marmeladen- & Dessertlöffel, spülmaschinenfest","New","4.29","No",,"Yes","18","18","0","0","18","95.04","0","0","0","0","0","20","18","0","0","18",
"D1184","X0026YKH09","B0DPZG4HLM","Abflusssieb Spüle Küche Dusche Waschbecken, Spülbecken Küchenspüle Sieb Edelstahl, Außendurchmesser: 11,2 cm, Innendurchmesser: 7,5cm, Tiefe: 2 cm, 3 Stücke","New","5.89","No",,"Yes","15","14","0","0","15","250.89","0","0","0","0","0","30","14","0","1","15",
"D1185","X0026YKI1R","B0DPZGKZQ7","Abflussstöpsel für Spüle 78 mm Edelstahl Küchenspüle Waschbeckenstöpsel Waschbecken Sieb - Abflussstöpsel Küchenspüle - inkl. Siebkörbchen - für Plug for Sink in Kitchen, Sink Stopper, Drain Plug","New","5.49","No",,"Yes","24","24","0","0","24","131.26","0","0","0","0","0","0","24","0","0","24",
"D12101","X0026XJPTT","B0DPX253F7","Schlitzlöffel Abseihlöffel Edelstahl Küchenhelfer, Schaumlöffel Sieblöffel für Küche","New","7.29","No",,"Yes","4","3","0","1","4","577.48","0","0","0","0","0","0","3","0","0","3",
"D12112","X0026XRNHP","B0DPX51B99","Katzengeschirr mit Leine Schwarz Softgeschirr für Katze Brustgeschirr Cat Harness Katzengarnitur ausbruchsicher verstellbar Katzenweste Schwarz XS","New","8.59","No",,"Yes","14","10","0","2","14","499.97","0","0","0","0","0","0","10","0","2","12",
"D12115","X0026XS45P","B0DPX4HCK6","Maulkorb aus Nylon um Hunde vom Beisen, Bellen und Kauen abzuhalten, anpassbare Schlinge (L,Schwarz)","New","5.39","No",,"Yes","1","1","0","0","1","199.92","0","0","0","0","0","0","1","0","0","1",
"D12119","X0026YNQRF","B0DPZLY6V9","Raffhalter Haken für Vorhänge, Schwarz, 4 Stück","New","8.08","No",,"Yes","1","0","0","0","1","127.98","0","0","0","1","0","0","0","0","0","0",
"D1212","X0026Z0SOD","B0DQ15M2M3","Große rote Mohnblumen-Brosche mit Strass-Steinen, vergoldet aus","New","5.09","No",,"Yes","41","37","0","1","41","56.04","0","0","0","1","0","0","37","0","2","39",
"D12121","X0026YPIPX","B0DPZJXBD7","2 Stück Gardinen Raffhalter, Raffhalter für Vorhänge Kupfer Metall, Gardinenhalter Curtain Holdbacks Wandmontage U-Form für Schlafzimmer","New","7.79","No",,"Yes","17","17","0","0","17","320.86","0","0","0","0","0","0","17","0","0","17",
"D12122","X0026YLGV3","B0DPZGJP4Y","Vorhang-Raffhalter, 2 Stück, Grün","New","5.39","No",,"Yes","10","8","0","0","10","300.05","0","0","0","0","0","10","8","0","2","10",
"D12126","X0026YP0F1","B0DPZLXWBH","6 STÜCKE Blume Messing Strass Ösenknöpfe Kristall Silber Farbe Aufnähknöpfe Mit 1 Löchern Und Flacher Rückseite, Modische Krallen Strass Schneeflocke Metallknöpfe Für Handwerks","New","4.89","No",,"Yes","1","1","0","0","1","115.86","0","0","0","0","0","0","1","0","0","1",
"D12128","X0026YKPKL","B0DPZKVF6J","RSYHVG Runde Kunstharz-Knöpfe, 20 mm Durchmesser, 4 Löcher, Schwarz, 40 Stück, Vierlochknöpfe zum Nähen für Kleidung, Jacken, Bastelarbeiten","New","4.79","No",,"Yes","15","15","0","0","15","167.15","0","0","0","0","0","0","15","0","0","15",
"D12129","X0026YPQWN","B0DPZLJV6Y","Metallknöpfe mit Prägung 25 mm, goldene dekorative Knöpfe 10 Stück, Vintage Knöpfe für Trenchcoat Jacke Anzug Mantel DIY Nähzubehör","New","5.36","No",,"Yes","12","12","0","0","12","156.17","0","0","0","0","0","0","12","0","0","12",
"D1213","X0026Z581B","B0DQ19QHHF","Damen Vintage Rot Rubin-Farbe Zirkonia Kristall Blumen Broschen Geschenk Einzigartiges Design","New","5.99","No",,"Yes","13","13","0","0","13","48.01","0","0","0","0","0","0","13","0","0","13",
"D12130","X0026YLHI5","B0DPZL2YSH","Generic Runde Kunstharzknöpfe Schwarz, 30 mm Durchmesser 4 Löcher, große Mantelknöpfe für Jacken & Näharbeiten, 30 Stück pro Packung","New","4.80","No",,"Yes","54","54","0","0","54","80.95","0","0","0","0","0","60","54","0","0","54",
"D12132","X0026YI61V","B0DPZLR5V9","Druckknöpfe aus rostfreiem Metall, 25 mm, 10 Sets","New","4.69","No",,"Yes","1","1","0","0","1",,"0","0","0","0","0","0","1","0","0","1",
"D12133","X0026YPQZZ","B0DPZJLM28","Druckknöpfe zum Aufnähen, antikes Messing, 10 Sets 25 mm","New","4.79","No",,"Yes","0","0","0","0","0","37.53","0","0","0","0","0","0","0","0","0","0",
"D12134","X0026YLJTH","B0DPZLSWHC","24 Sets Druckknöpfe Metall Druckknöpfe Aufnähen Druckknöpfe für DIY Handwerk Nähen Kleidung (25 mm)","New","5.99","No",,"Yes","15","12","0","3","15","290.21","0","0","0","0","0","0","12","0","0","12",
"D12136","X0026YKSUX","B0DPZN4D6R","5m Klettband mit 25 Metallschnalle, Frei Zuschneidbar Klettverschluss Band - 2cm Breit, Wiederverschließbar Klett Kabelbinder zum Organisieren Ihrer Kabel, Schnüre, Schläuche usw","New","6.29","No",,"Yes","0","0","0","0","0","343.8","0","0","0","0","0","0","0","0","0","0",
"D12138","X0026WGVV5","B0DPWKKSDX","Architektonisches Lineal, Aluminium, dreieckig, metrische Skalen 1:20, 1:25, 1:50, 1:75, 1:100, 1:125, Standard, 30,5 cm lang, für Architekten, Studenten, Zeichner und Ingenieure, Schwarz","New","7.19","No",,"Yes","0","0","0","0","0","171.9","0","0","0","0","0","20","0","0","0","0",
"D1214","X0026Z2SRD","B0DQ19VHXB","100 Stück Broschennadeln, sicherer Verschluss auf der Rückseite, silberfarbene Abzeichen-Pin-Rückseite, Broschen-Verschluss, Schmuckherstellung, Basteln (25 mm)","New","4.99","No",,"Yes","0","0","0","0","0","300.05","0","0","0","0","0","0","0","0","0","0",
"D12141-1","X0026YLU5Z","B0DPZNWKTX","schillernde Schneeflocken-Girlande, Winterwunderland, Partydekorationen, metallisches Glitzerpapier, Schneeflocken, Luftschlangen für Winterwunderland, Brautparty, Weihnachtsdekoration","New","6.09","No",,"Yes","0","0","0","0","0","224.99","0","0","0","0","0","0","0","0","0","0",
"D12143","X0026WZ5RL","B0DPWT8DYG","Maskerade-Maske für Herren venezianische Party-Ball-Masken Vintage-Halloween-Kostüm Karneval-Maske Weihnachten für Kostüm Cosplay Abschlussball Karneval Zubehör","New","4.39","No",,"Yes","31","31","0","0","31","287.92","0","0","0","0","0","0","31","0","0","31",
"D12144","X0026WVEPD","B0DPWVB2HL","Damen Leder Katze Maske Sexy Halbgesicht Augenmaske Cosplay Kostüm Requisiten Halloween Party Maskerade Karneval Zubehör","New","7.99","No",,"Yes","15","15","0","0","15","1200.02","0","0","0","0","0","0","15","0","0","15",
"D12146","X0026WZS69","B0DPWWT83X","knöpfe für Jeans, Jeans, Jacken, 17 mm, ohne Nähen, 12 Sets, bronze","New","4.59","No",,"Yes","1","1","0","0","1","71.94","0","0","0","0","0","0","1","0","0","1",
"D1215","X0026Z0L27","B0DQ17BF5H","Generic Calabash Sicherheitsnadeln Metall, bunt gemischte Farben zufällig versandt, Näh- und Bastel Pins für Kleidung Schmuck, 100 Stück pro Packung","New","4.39","No",,"Yes","14","14","0","0","14","224.99","0","0","0","0","0","0","14","0","0","14",
"D12153","X0026YJSZ9","B0DPYKWYSP","Gestrickte 3‑Loch Balaclava, Thermisch warme Winddichte Sturmhaube, Winter‑Vollgesichtsmaske für Herren Damen, ideal für Skifahren, Motorrad‑Fahren, Radfahren und Outdoor‑Aktivitäten bei Kälte","New","5.59","No",,"Yes","21","20","0","1","21","800.02","0","0","0","0","0","0","20","0","0","20",
"D12157","X0026YML2B","B0DPYGQ6C4","Hundeleine für kleine Hunde, leicht mit doppelseitigen Reflexnähten, gepolsterter Griff, belastbar bis 10 kg, 1,8 m x 2 cm, Schwarz","New","5.66","No",,"Yes","15","15","0","0","15","360.02","0","0","0","0","0","0","15","0","0","15",
"D12158","X0026YIO63","B0DPZ5Y72F","Retro Sonnenbrille im Stil der 70er Jahre mit Doppelbügel, gepolarisierte Gläser mit UV400 Schutz, große Piloten-Sonnenbrille für Herren und Damen","New","4.59","No",,"Yes","63","60","0","3","63","179.93","0","0","0","0","0","0","60","0","0","60",
"D12159","X0026YN4NB","B0DPZ29SLL","Sonnenbrille Damen Vintage Rechteckig 90s Retro Sonnenbrille Für Damen Herren Mit Uv Schutz","New","4.99","No",,"Yes","20","19","0","0","20","149.94","0","0","0","0","0","0","19","0","1","20",
"D12163","X0026YJMGT","B0DPYBNTMJ","Mohnblumen-Abzeichen und Anstecknadeln 2023, Gedenktag, Mohnblütenabzeichen, Lest We Forget Poppy-Brosche, Geschenk für Damen und Herren, Zink","New","5.49","No",,"Yes","1","0","0","0","1","35.07","0","0","0","1","0","0","0","0","0","0",
"D12164","X0026YCBL7","B0DPYFFLDJ","Glitzernde Weihnachtsbrosche - Schneeflocke, Weihnachtsbaum, Herz, Weihnachtsmannschuh, Kranz etc - Weihnachten, Geburtstag Muttertag","New","4.79","No",,"Yes","0","0","0","0","0","35.07","0","0","0","0","0","0","0","0","0","0",
"D12167","X0026YIHI3","B0DPYNQJ7W","Broschen mit Mohnblumen-Motiv, 3 Stück, Veteranentag, Anstecknadeln mit Aufschrift ""Lest We Forget"", S, Metall, Kein Edelstein","New","6.89","No",,"Yes","42","41","0","1","42","199.92","0","0","0","0","0","50","41","0","0","41",
"D12169","X0026YCONR","B0DPYKCVBL","Mohnblumen-Abzeichen und Anstecknadeln, Broschen für Damen, Mohnblumen-Anstecknadel, Schal, Hut-Anstecknadel, vielseitige Broschen für Frauen, Gedenktag, Brosche, Mohnblumen-Brosche, Metall","New","4.66","No",,"Yes","15","14","0","0","15","69.97","0","0","0","1","0","0","14","0","0","14",
"D12172","X0026YINB9","B0DPYVNWHH","Geistermaske, Totenkopf-Sturmhaube,Skelett-Kostüm, Ganzkopf-Ski-Schlauchschal, gestrickt, Winddicht, wärmend, Kopfbedeckung für Fahrrad, Skateboard, Motorrad, Snowboard, Outdoor-Sports","New","6.29","No",,"Yes","36","29","0","5","36","360.02","0","0","0","0","0","40","29","0","2","31",
"D12173","X0026YDK21","B0DPYNCTVK","Doppelte Militär Erkennungsmarken aus Edelstahl, Erkennungsmarken mit 50,8 cm Kette, Hundeanhänger für Kostüm, Cosplay und Party Requisiten","New","4.49","No",,"Yes","6","6","0","0","6","49.98","0","0","0","0","0","0","6","0","0","6",
"D12174","X0026YHAIL","B0DPYPLNHJ","100 Stück schwarze Nylon-P-Clips, 5,0 mm Durchmesser, Kunststoff-Kabel-Clips.","New","4.69","No",,"Yes","0","0","0","0","0","119.95","0","0","0","0","0","0","0","0","0","0",
"D12175","X0026YMOPZ","B0DPYXNH76","Universal Tactical Holster Armee Handy Gürtel Tasche EDC Security Pack Carry Zubehör Kit Hüfttasche Case Kompatibel iPhone 13/14/15/16 Serie für Samsung Galaxy S24, A-Serie","New","6.89","No",,"Yes","10","7","0","1","10","340.2","0","0","0","0","0","10","7","0","2","9",
"D12176","X0026YDHJR","B0DPYZMT2T","Handy Gürteltasche Premium Gürtel Tasche Handytasche Halterung Universal für iPhone 15 14 13 12 Pro Max 7 8 Plus, Samsung Galaxy S21 FE S23 S22 S21 S20 FE S10 A13 (L)","New","4.69","No",,"Yes","0","0","0","0","0","300.05","0","0","0","0","0","0","0","0","0","0",
"D12178","X0026YHHTX","B0DPYN4B28","3 Stück drehbare Karabinerhaken aus Zinklegierung, robuster Trigger-Clip Verschluss mit 360° Drehgelenk, Karabinerverschlüsse für Hundeleinen, Schlüsselanhänger & Camping Zubehör","New","5.29","No",,"Yes","15","15","0","0","15","45.06","0","0","0","0","0","0","15","0","0","15",
"D1218","X0026Z3WD7","B0DQ14DNCN","Rote Mohnblumen-Brosche Anstecknadel Emaille Abzeichen Band Blumen grünes Blatt Lest We Forget Legion Gedenktag Frieden, Metall","New","5.89","No",,"Yes","30","29","0","0","30","29.99","0","0","0","1","0","0","29","0","0","29",
"D12181","X0026YMQ49","B0DPYN8BN6","12 Stück selbstklebende Haken, maximale Tragkraft 15 kg, wasserdichte Wandhaken ohne Bohren, Klebehaken für Badezimmer, Küche, zum Aufhängen von Mänteln, Handtüchern und Schlüsseln","New","5.19","No",,"Yes","38","38","0","0","38","192.06","0","0","0","0","0","0","38","0","0","38",
"D12182","X0026YNK3F","B0DPYWYXT2","6 Dosenabdeckungen für Getränkedosen, Silikon, Deckel für Limonadendosen, wiederverwendbar, auslaufsicher, Dosendeckel, Dosendeckel, Deckel für Getränkedosen, Bierdosenabdeckungen für Saft, Dosen,","New","6.99","No",,"Yes","0","0","0","0","0","772.81","0","0","0","0","0","0","0","0","0","0",
"D12185","X0026YN701","B0DPYYF6NH","Parfümzerstäuber, nachfüllbare & Reisegröße, auslaufsicher, Bodenpumpe ohne Trichter, luxuriöse kleine Damen und Herren, 5 ml","New","5.29","No",,"Yes","1","0","0","0","1","48.34","0","0","0","1","0","0","0","0","0","0",
"D12195","X0026YJN8V","B0DPYGKYRF","extragroße Sicherheitsnadeln, Größe 4 (55 mm), silberfarben, 20 Stück","New","4.09","No",,"Yes","1","0","0","0","1","36.05","0","0","0","1","0","19","0","0","0","0",
"D12196","X0026YJOJ9","B0DPYF9FN3","Zahnbürstenhalter 2 Stück, staubdicht, für elektrische Zahnbürsten, Wandmontage, Selbstklebender Zahnbürsten-Organizer für Badezimmer-Zahnbürsten-Aufbewahrung","New","5.00","No",,"Yes","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",
"D12201","X0026YDAQ7","B0DPYZ3VPR","Runde Sonnenbrille Herren Retro Sonnenbrille Rund Damen Hippie Brille Klassische Rave Polarisierte Brille mit Metallrahmen Vintage Steampunk Sonnenbrille UV-Schutz","New","6.79","No",,"Yes","0","0","0","0","0","162.07","0","0","0","0","0","0","0","0","0","0",
"D12202","X0026YN9AT","B0DPYXSQL9","Wrap Around Sonnenbrille für Männer Frauen Vintage Gangster Stil Sonnenbrille futuristische brille","New","6.49","No",,"Yes","0","0","0","0","0","131.59","0","0","0","0","0","0","0","0","0","0",
"D12206","X0026YKV4B","B0DPZ1FFTG","Übergroße quadratische Sonnenbrille mit flachem Oberteil für Damen und Herren, modische Trend-Sonnenbrille mit UV400 Schutzgläsern, blendfrei für Autofahren, Strand, Reisen und Alltag","New","5.69","No",,"Yes","54","54","0","0","54","199.43","0","0","0","0","0","0","54","0","0","54",
"D12207","X0026YMY5F","B0DPYZCL7B","Warme Winterhandschuhe, Touchscreen-Strickhandschuhe, rutschfest, thermisch, winddicht, Fahren, Laufen, Radfahren, Handschuhe für Männer und Frauen","New","3.79","No",,"Yes","0","0","0","0","0","549.95","0","0","0","0","0","0","0","0","0","0",
"D1221","X0026Z5G0T","B0DQ174T2B","Maßband Schneidermaßband Weiches Massband Schwarz Skala Körpermaßband mit Knopf Maßbänder zum Nähen Körperumfang Farbige Maßband körper für Schneider Handwerker und Haushalte 150 cm/60 Inch","New","4.09","No",,"Yes","0","0","0","0","0","77.18","0","0","0","0","0","0","0","0","0","0",
"D12210","X0026YJVC9","B0DPYWXZ7N","26 cm Silikon-Ballon-Schneebesen, perfekt für antihaftbeschichtetes Kochgeschirr, Milch- und Eierschlägelmischer, Schlagen, Aufschäumen und Rühren (schwarz)","New","6.09","No",,"Yes","0","0","0","0","0","936.03","0","0","0","0","0","0","0","0","0","0",
"D12211","X0026YN7AV","B0DPZ1MQFQ","Edelstahl Teigschaber mit Rutschfestem Holzgriff und Messskala Teigspachtel Teigkarte Backen Teigschneider Gebäckschaber für die Küche Teigkuchen Pizzaschneider Rechteckiger","New","6.49","No",,"Yes","10","10","0","0","10","383.95","0","0","0","0","0","0","10","0","0","10",
