"sku","fnsku","asin","product-name","condition","your-price","mfn-listing-exists","mfn-fulfillable-quantity","afn-listing-exists","afn-warehouse-quantity","afn-fulfillable-quantity","afn-unsellable-quantity","afn-reserved-quantity","afn-total-quantity","per-unit-volume","afn-inbound-working-quantity","afn-inbound-shipped-quantity","afn-inbound-receiving-quantity","afn-researching-quantity","afn-reserved-future-supply","afn-future-supply-buyable","afn-fulfillable-quantity-local","afn-fulfillable-quantity-remote","afn-fc-transfer-quantity","afn-onhand-buyable-quantity","store"
"XJ250853","X002DX6RRZ","B0FNJ1TMG1","AXNKDH Blue Light Blocking Glasses for Men Women, UV400 Protection Anti Glare Square Frame for Computer & Screen Use","New","4.69","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250854","X002DXCCE7","B0FNFGVHLN","AXNKDH Oversized Fun Sunglasses for Adults Women, Accessories for Parties and Hip-Hop Dance, Unique Stylish Design","New","4.59","No",,"Yes","14","14","0","0","74","99.96","0","60","0","0","0","0","14","0","0","14",
"XJ250855","X002DWVOX3","B0FNDB2JDZ","AXNKDH Unisex Blue Light Blocking Glasses, Clear Lens Square Full Rim Frame, Lightweight Anti Glare Eyewear for Computer Gaming Office Digital Screen Use, Adults Only Black Fashion Glasses 52-22-135","New","4.19","No",,"Yes","38","37","1","0","38","99.96","0","0","0","0","0","0","37","0","0","37",
"XJ250856","X002DX89S5","B0FNJCB1JT","AXNKDH Retro Narrow Rectangle Sunglasses for Women Men Vintage 90s Small Metal Frame Square Glasses","New","4.19","No",,"Yes","22","20","0","1","22","99.96","0","0","0","1","0","0","20","0","0","20",
"XJ250857","X002DWUYS9","B0FND72QVK","AXNKDH Round Sunglasses for Women Men Retro Circle Shades Classic Style","New","4.99","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250858","X002DXB081","B0FNFQ2366","AXNKDH Oval Sunglasses for Women Retro Cat Eye 90s Y2K Trendy Thin UV Protection Black Frame Lens","New","4.89","No",,"Yes","75","72","0","3","75","99.96","0","0","0","0","0","0","72","0","0","72",
"XJ250859","X002DX89RL","B0FNJC3JDF","AXNKDH Retro 70s Polarised Pilot Sunglasses for Women Men Oversized Double Bridge Aviation Shades UV400 Protection","New","4.19","No",,"Yes","51","50","1","0","81","99.96","0","30","0","0","0","0","50","0","0","50",
"XJ250860","X002DWU3QR","B0FND2YJCT","AXNKDH Trendy Polarized Pilot Sunglasses for Women Men, Vintage Rectangle Shades Sun Glasses UV400","New","5.39","No",,"Yes","14","14","0","0","14","99.96","0","0","0","0","0","0","14","0","0","14",
"XJ250861","X002DX3T9J","B0FNFG4HZF","AXNKDH Blue Light Glasses Kids Teens, Anti Blue Light with Black Frames Red Temples, Suitable for Games TV Mobile Phones","New","5.19","No",,"Yes","22","19","0","3","22","99.96","0","0","0","0","0","0","19","0","0","19",
"XJ250863","X002DXAR2V","B0FNJD8ZTH","AXNKDH 2Pcs Pinhole Glasses Anti-fatigue Grid Glasses Foldable Temples Unisex Eye Training Vision Relaxation Strengthen Children Adult Use","New","3.59","No",,"Yes","14","10","0","4","14","99.96","0","0","0","0","0","0","10","0","0","10",
"XJ250865","X002DWSYZT","B0FND8N339","AXNKDH Blue Light Blocking Clear Lens Glasses Anti Blue Ray Unisex for Women Girl and Men","New","4.79","No",,"Yes","29","27","0","2","59","99.96","0","30","0","0","0","30","27","0","0","27",
"XJ250866","X002DX9MD1","B0FNFNPZVQ","AXNKDH Blue Light Blocking Glasses Semi Rimless Eyewear For Women Men Classic Retro Square Metal Frame Anti Eye Strain Gaming Computer Glasses","New","6.69","No",,"Yes","17","16","0","0","47","99.96","0","30","0","1","0","0","16","0","0","16",
"XJ250868","X002DX8A9X","B0FNJKDBCT","AXNKDH Clip on Sunglasses, Blue Light Glasses & Driving Glasses, Fit Most Sizes","New","4.59","No",,"Yes","29","28","0","1","29","99.96","0","0","0","0","0","15","28","0","0","28",
"XJ250869","X002DXAXKR","B0FNFTNFHH","AXNKDH Fit Over Sunglasses for Men and Women, Polarized Wear Over Glasses, Sun Spectacles for Driving Walking Sport UV400 Protection","New","6.49","No",,"Yes","71","66","0","5","71","99.96","0","0","0","0","0","0","66","0","0","66",
"XJ250871","X002DXD6ZL","B0FNJ5DCLM","AXNKDH 3 Pack Blue Light Blocking, Round Frame, Light Weight Clear Lens Reading Glasses for Women & Men; Computer Glasses, Anti-Glare Eyeglasses","New","4.99","No",,"Yes","49","38","0","11","49","99.96","0","0","0","0","0","0","38","0","0","38",
"XJ250874","X002DXAQGD","B0FNJ5K6BY","AXNKDH Retro Round Polarised Sunglasses for Men Women, 70s Vintage Hippie Style, UV400 Protection","New","5.29","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250875","X002DWBLXL","B0FNC4W2LG","AXNKDH Women's Glasses Case Soft Portable PU Leather Glasses Bag","New","3.89","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250876","X002DWEPQ1","B0FNC3VCYH","AXNKDH 2 Pack Squeeze Closure Premium PU Leather Sunglasses Eyeglasses Storage Pouch","New","2.89","No",,"Yes","22","21","0","1","22","99.96","0","0","0","0","0","15","21","0","0","21",
"XJ250877","X002DWL7PN","B0FNCZC5YW","AXNKDH Vintage Narrow Rectangle Sunglasses for Women Men, Retro 90s Small Metal Frame Square Glasses","New","5.79","No",,"Yes","46","35","1","0","196","99.96","0","150","0","0","0","0","35","0","10","45",
"XJ250878","X002DWKUBF","B0FND19PVY","AXNKDH Women Sunglasses Retro Round Polarized Glasses with UV400 Protection Lens Trendy Vintage Style","New","5.09","No",,"Yes","27","25","0","2","47","99.96","0","20","0","0","0","0","25","0","0","25",
"XJ250879","X002DX4M13","B0FNFDN1P3","AXNKDH Oversized Sunglasses for Women Fashion Large Frame Designer Sun Glasses Polarised UV Protection Big Sunnies Ladies","New","6.09","No",,"Yes","15","14","0","1","185","99.96","0","170","0","0","0","0","14","0","0","14",
"XJ250880","X002DWQ5WN","B0FND54JS1","AXNKDH Slim Pen Reading Glasses Tube Reader Glasses Men Women Anti Blue Light Small Reader Spring Hinged Eyeglasses with Portable Clip Case","New","4.59","No",,"Yes","31","30","0","1","31","99.96","0","0","0","0","0","35","30","0","0","30",
"XJ250881","X002DWTA9X","B0FND5ZWKQ","AXNKDH Bifocal Reading Sunglasses, Oversized Sun Reader Glasses for Women UV Protection Outdoor","New","4.99","No",,"Yes","20","16","0","1","20","99.96","0","0","0","0","0","0","16","0","3","19",
"XJ250882","X002DWKEEN","B0FNCYNWRY","AXNKDH Polarised Sunglasses for Men Women UV400 Protection 80's Retro Style","New","4.89","No",,"Yes","56","53","0","1","106","99.96","0","50","0","2","0","0","53","0","0","53",
"XJ250883","X002DXB063","B0FNFVYCH8","AXNKDH Cute Strawberry Shape Sunglasses for Women Men Kids Metal Frame Fruit Funky Glasses Funny Party","New","6.29","No",,"Yes","20","18","0","1","100","99.96","0","80","0","0","0","10","18","0","1","19",
"XJ250884","X002DWKJMZ","B0FNCYN75J","AXNKDH Y2K Wrap-around Sunglasses Men's Women's Futuristic Outdoor Sports Parasol UV400 Glasses","New","5.99","No",,"Yes","32","28","1","3","62","99.96","0","30","0","0","0","0","28","0","0","28",
"XJ250885","X002DX8GXX","B0FNJ923YV","AXNKDH Retro Thick Rectangle Chunky Sunglasses Women Men Trendy Square Black Shades Tortie Frame Fashion 90s Glasses","New","6.79","No",,"Yes","86","75","0","0","156","99.96","0","70","0","0","0","15","75","0","11","86",
"XJ250886","X002DWUJXT","B0FND6MZ8M","AXNKDH Round Polarised Sunglasses for Men, Classic UV Protection Circle Glasses Women, Metal Frame","New","4.19","No",,"Yes","7","6","0","1","36","99.96","0","29","0","0","0","0","6","0","0","6",
"XJ250887","X002DX4PL5","B0FNFWHL6X","AXNKDH Polygon Rimless Sunglasses Trendy Vintage Rectangle Small Frame Retro Square Fashion Glasses for Women Men","New","3.98","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250888","X002DX8KT3","B0FNK1PJKB","AXNKDH Blue Light Blocking Glasses Computer Screen Gaming Reading TR90 Eyewear Frame Clear Lens Anti Eyestrain Anti UV Unisex Lightweight Fashion Accessories for PC Phone Game","New","4.99","No",,"Yes","25","24","0","1","85","175.18","0","60","0","0","0","40","24","0","0","24",
"XJ250889","X002DWGCWV","B0FNC9XG2J","AXNKDH Golden Glasses Chain for Men Women, Premium Brass Curb Chain Eyeglasses Lanyard, Anti-Loss Adjustable Retainer with Lobster Clasp, Fashion Decor Neck Strap for Sunglasses Reading Glasses","New","3.49","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250890","X002DWL51J","B0FNCX56FK","AXNKDH Vintage Round Metal Frame Retro Sunglasses Small Circle Hippie Oval Sunglasses for Men Women (Black)","New","5.39","No",,"Yes","31","29","0","2","51","99.96","0","20","0","0","0","15","29","0","0","29",
"XJ250891","X002DXEF6F","B0FNJPPJST","AXNKDH Retro Rimless Rectangle Sunglasses for Women Men Transparent Glasses Y2K Vintage Eyewear","New","6.49","No",,"Yes","52","51","0","1","52","99.96","0","0","0","0","0","0","51","0","0","51",
"XJ250892","X002DX9M8V","B0FNFWBRKH","AXNKDH Sunglasses That Clip Onto Glasses, Suitable For Both Men And Women, Round Polygonal Lens Flip-up Clip Sunglasses UV400.","New","5.19","No",,"Yes","57","57","0","0","57","99.96","0","0","0","0","0","0","57","0","0","57",
"XJ250893","X002DWBOW9","B0FNBT8YKN","AXNKDH Floating Sunglasses Strap, Adjustable Non Slip Silicone Eyewear Retainer, Universal Sports Glasses Lanyard for Men Women, Water Sports Accessory for Sailing Surfing Swimming Cycling Hiking","New","3.89","No",,"Yes","68","59","0","0","98","99.96","0","30","0","0","0","15","59","0","9","68",
"XJ250894","X002DX31UL","B0FNF97B6J","AXNKDH Polarised Fit-over Sunglasses Women Round Frame Over Glasses with UV Protection","New","5.19","No",,"Yes","44","42","0","2","44","99.96","0","0","0","0","0","0","42","0","0","42",
"XJ250895","X002DX9M5J","B0FNG1688G","AXNKDH Horn Rimmed Half Frame Polarised Sunglasses Mens Womens UV400 Protection","New","4.59","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250896","X002DX5F2N","B0FNFZX29C","AXNKDH Sunglasses for Men, Polarised Classic Black Shades Metal Frame with UV Protection","New","4.39","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250897","X002DX5F3R","B0FNFRKRBN","AXNKDH Polarized Clip-on Sunglasses for Women Men Flip Up UV400 Protection Glasses Driving Travelling Fishing","New","4.59","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250899","X002DX9M9Z","B0FNG4TZPX","AXNKDH Cat Eye Sunglasses Trendy Vintage Women Square Retro Style Anti-UV400 Fashion Cateye Sun Shades for Ladies","New","4.29","No",,"Yes","70","62","0","3","70","99.96","0","0","0","0","0","10","62","0","5","67",
"XJ250901","X002DX33XV","B0FNFH1GCY","AXNKDH Glasses 5 Pack - Lightweight Impact Resistant Scratch Resistant Bendy Flexible Anti-Slip Oval 150 degrees","New","3.99","No",,"Yes","24","21","0","2","24","99.96","0","0","0","1","0","0","21","0","0","21",
"XJ250903","X002DWGCXZ","B0FNBKG95X","AXNKDH Polarized Sports Sunglasses for Men Fishing Cycling Baseball Running Driving UV400 Protection","New","6.49","No",,"Yes","38","37","0","1","38","99.96","0","0","0","0","0","0","37","0","0","37",
"XJ250904","X002DWQ7OT","B0FND6RTF4","AXNKDH Sunglasses, anti-glare and anti-fatigue, made of TR90 material, suitable for travel and outdoor sports, amber lenses with black frame","New","4.59","No",,"Yes","20","20","0","0","20","99.96","0","0","0","0","0","0","20","0","0","20",
"XJ250905","X002DW9J8P","B0FNC1WBHJ","AXNKDH Glasses Strap Anti-Slip Silicone Eyeglass Strap Eyewear Retainers Sports Elastic Soft Sunglass Cord Holder for Men Women, 2PCS","New","2.99","No",,"Yes","1","0","0","1","1","99.96","0","0","0","0","0","15","0","0","0","0",
"XJ250907","X002DX4M1D","B0FNFZWPYV","AXNKDH Classic Style Sunglasses Retro UV400 Protection Unisex Sports","New","4.59","No",,"Yes","29","28","0","0","79","99.96","0","50","0","1","0","0","28","0","0","28",
"XJ250908","X002DX8CG9","B0FNGY5M7N","AXNKDH Women's Retro Cat Eye Sunglasses, UV400 Protection Stylish Eyewear for Outdoor & Daily Wear","New","4.69","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"XJ250909","X002DW9J4J","B0FNBYDN76","AXNKDH Polarized Sports Sunglasses for Outdoor Cycling Driving Golf Running Fishing, Superlight Frame Eyewear Sun Glasses UV400 Unisex","New","5.39","No",,"Yes","33","30","1","2","83","99.96","0","50","0","0","0","0","30","0","0","30",
