"sku","fnsku","asin","product-name","condition","your-price","mfn-listing-exists","mfn-fulfillable-quantity","afn-listing-exists","afn-warehouse-quantity","afn-fulfillable-quantity","afn-unsellable-quantity","afn-reserved-quantity","afn-total-quantity","per-unit-volume","afn-inbound-working-quantity","afn-inbound-shipped-quantity","afn-inbound-receiving-quantity","afn-researching-quantity","afn-reserved-future-supply","afn-future-supply-buyable","afn-fulfillable-quantity-local","afn-fulfillable-quantity-remote","afn-fc-transfer-quantity","afn-onhand-buyable-quantity","store"
"GD2607135","X002MWUOCL","B0H7WVHVY1","GDFGMY Pink PU Leather Luggage Tag, Privacy Protection Suitcase Name Tag with PVC Window & Info Card, Travel Accessory for Flying Hotel Check-in Bags","New","5.69","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607136","X002MX7S83","B0H7X3PR35","GDFGMY 2 Pack Silver Aluminium Luggage Tags, Privacy Protection Baggage ID Name Labels with Stainless Steel Loop, Travel Identifier for Suitcases Handbags","New","5.69","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607137","X002MXRULX","B0H82LFQ5M","GDFGMY 2 Pack Red Aluminum Luggage Tags, Durable Travel Baggage ID Name Labels with Privacy Cover for Suitcases, Handbags & Travel Bags","New","5.69","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607138","X002MXOXBD","B0H82N64TK","GDFGMY 2 Pack Gold Aluminium Luggage Tags, Hardwearing Travel Baggage ID Name Labels with Privacy Cover for Suitcases and Handbags","New","5.69","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607139","X002MXP8RV","B0H822Z9CQ","GDFGMY 12 Pack E27 to E14 Lampshade Reducer Rings, 46mm Outer Diameter Plastic Light Shade Converter Adapters for Duplex Lamp Fittings","New","4.99","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607140","X002MXPNCL","B0H8293YWD","GDFGMY 2 Pack Lampshade Reducer Rings, White ABS Plastic Light Shade Converter Washers, Universal Adapter Rings for 40mm Lamp Holders, Table Lamps & Chandeliers","New","5.03","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607141","X002MXMFHR","B0H82SBMZL","GDFGMY 1 Piece E27 Edison Screw Lamp Holder, Black PET Pendant Socket with Shade Ring, Bulb Holder for Ceiling Lights, Table Lamps & DIY Lighting Projects","New","5.03","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607142","X002MXB7HB","B0H82N4WDN","GDFGMY 4 Pack Braided Zipper Pull Replacements with Metal Clips, Zip Pull Cord Extensions for Backpacks, Jackets, Luggage & Outdoor Gear, Assorted Mixed Colours","New","6.64","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607143","X002MXP5B5","B0H82RSFDM","GDFGMY 6 Pack Anti-Theft Zipper Lock Clips, Double Opening Alloy Snap S Hooks, Secure Zip Fasteners for Backpacks, Luggage, Camping & Travel","New","5.69","No",,"Yes","0","0","0","0","0","199.92","0","0","0","0","0","0","0","0","0","0",
"GD2607144","X002MXMOGT","B0H81YKBFK","GDFGMY 6 Pack Anti-Theft Zipper Lock Clips, Double Opening Polished Alloy Snap S Hooks, Secure Zip Fasteners for Backpacks Luggage Camping Travel(Gunmetal+Black+Silver)","New","5.69","No",,"Yes","0","0","0","0","0","199.92","0","0","0","0","0","0","0","0","0","0",
"GD2607145","X002MXS837","B0H81YLKZK","GDFGMY Genuine Cow Split Leather Mini Purse with Detachable Keyring, Compact Short Card Coin Wallet for Men Women","New","6.64","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607146","X002MXMOM3","B0H81VGDF9","GDFGMY Pebble Grain Cow Split Leather Mini Purse with Keyring, Unisex Zipper Short Wallet for Cards Coins Cash Keys","New","6.64","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607149","X002MXRZNL","B0H82QB85C","GDFGMY Genuine Leather Purse for Women with Keyring","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607150","X002MXW0JP","B0H82TJMKW","GDFGMY Genuine Leather Purse for Women with Keyring","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607151","X002MXSTO5","B0H82YNG3F","GDFGMY Genuine Leather Purse for Women with Keyring","New","6.64","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"GD2607152","X002MXS3YB","B0H82HQMVX","GDFGMY Women Skinny Leather Belt for Dresses Thin Waist Belt with Metal Buckle for Jeans Dress Pants","New","6.17","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607153","X002MY58AR","B0H8367CLK","GDFGMY Women Skinny Leather Belt for Dresses Thin Waist Belt with Metal Buckle for Jeans Dress Pants","New","6.64","No",,"Yes","0","0","0","0","0","99.96","0","0","0","0","0","0","0","0","0","0",
"GD2607154","X002MXB8AH","B0H82GLV3P","GDFGMY 6Pcs Toothbrush Head Cover Cap - Universal Fit for All Manual and Electric Toothbrushes, Reusable Dust Germ Shield for Adults, Kids Family Trips.","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607155","X002MXT4CB","B0H82K743V","GDFGMY Enjoy Zipper Pull Tab Replacement Metal Zipper Handle Mend Fixer for Shoes Luggage Suitcases Bag Jacket - 8 PCS (Black Silver)","New","8.54","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607156","X002MXSNOL","B0H82PM3L9","GDFGMY Metal Zip Puller Replacement Set, 4 Pack | 4 Pack Durable Removable Metal Zip Pull Replacements, Tool-Free Universal Fit for Clothes, Bags, Jeans & Luggage","New","4.74","No",,"Yes","0","0","0","0","30","199.92","0","30","0","0","0","0","0","0","0","0",
"GD2607157","X002MXU1KP","B0H82KJKFY","GDFGMY 4 Pack Anodized Aluminum Tire Valve Stem Caps, Anti-Corrosion Knurled Wheel Air Valve Covers, Universal Tyre Dust Caps for Cars, Motorcycles, Trucks, SUVs, Bicycles, Bright Red","New","5.69","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607158","X002MXSBCP","B0H81VD6N1","GDFGMY 2 Pack Silicone Luggage Tags with Stainless Steel Wire Loop, Airplane Pattern Suitcase ID Tags with Hidden Name Information Card, Bright Red Soft Travel Baggage Labels for Travel Luggage Backpa","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607159","X002MXTLDX","B0H82XWM52","GDFGMY 4 Pack Work Glove Clips with Metal Carabiner Hook, High Toughness POM Plastic Glove Grabber Holder Clip for Duty Belt, Construction Gardening Farm Outdoor Tool Storage, 4 Colors Available Black","New","7.21","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607160","X002MXPIMV","B0H8297M86","GDFGMY 3 Pack Work Glove Clips with Metal Carabiner Hook, High Toughness POM Plastic Glove Grabber Holder Clip for Duty Belt, Construction Gardening Farm Outdoor Tool Storage, Military Green","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607161","X002MXTHB9","B0H82CWN8X","GDFGMY 3 Pack Work Glove Clips with Metal Carabiner Hook, POM Hard Plastic Glove Grabber Holder Clip for Duty Belt, Construction Gardening Farm Outdoor Tool Storage, Matte Black","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607162","X002MXS1TD","B0H82H3TSN","GDFGMY 3 Pack Work Glove Clips with Carabiner Hook, Portable Plastic Glove Holder Grabber Clip for Duty Belt, Construction Gardening Farm Work Storage","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607163","X002MXAZJH","B0H82CCX7K","GDFGMY Low Back Bra Converter Straps 2 Pairs Adjustable 2 Hooks Bra Extender Elastic Soft Bra Strap Modifier for Women Low Cut Backless Dresses, White & Nude","New","5.69","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607164","X002MXNXVT","B0H82KHB4G","GDFGMY 3PCS 20cm Long Bra Extenders with 3 Hook and 3 Row Elastic Back Band Extension Straps for Women (Black+White+Skin Color)","New","6.22","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607165","X002MXK7E5","B0H822M4CG","8 PCS Zipper Pull Replacement Detachable Repair Zipper Tab for Luggage, Backpacks, Suitcases, Jackets, Purses, Handbags","New","5.69","No",,"Yes","0","0","0","0","30","29.99","0","30","0","0","0","0","0","0","0","0",
"GD2607166","X002MXN98B","B0H82KFD91","6PCS Zipper Repair Kit Zip Puller Replacement Set 3 Sizes Instant Zippers Rescue Fix for #3#5#8 Zipper Luggage, Backpacks, Jackets, Jeans, Extension & Fixing Black No Tools Needed Multipack","New","4.74","No",,"Yes","0","0","0","0","30","20.98","0","30","0","0","0","0","0","0","0","0",
"GD2607167","X002MXOIUJ","B0H82N6PDC","12 Pcs Universal Zip Repair Kit 3 Sizes Zipper Puller Replacement Detachable Pulls Zip Heads Removable Zipper Repairer for Backpacks Coats Jeans Luggage Suitcases No Sewing Required Black","New","5.40","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607168","X002MXAXI5","B0H82DFCWP","2PC Black Donut | Spare Pullers for Chunky Type Zip Size #8 Slider | Replacement Zipper Fastener Fixing","New","5.88","No",,"Yes","0","0","0","0","30","16.06","0","30","0","0","0","0","0","0","0","0",
"GD2607169","X002MXOO67","B0H82JMYKR","12 Pcs Zip Replacement, Universal #3#5#8 Black and Silver Zip Repair, Stainless Steel Zipper for Jackets, Suitcases, Coats","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607170","X002MXB4AB","B0H82DHC81","GDFGMY Women Skinny Leather Belt for Dresses Thin Waist Belt with Metal Buckle for Jeans Dress Pants","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607171","X002MXPKZB","B0H8299ZKT","GDFGMY Thin PU Leather Waist Belt for Women, 1cm Narrow Skinny Belt with Metal Buckle, Adjustable 105cm Dress Belt for Jeans Dresses Coats Red","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607172","X002MXP3P3","B0H82F71XS","GDFGMY Women Skinny PU Leather Belt, 1cm Thin Waist Belt with Gold Metal Buckle, Adjustable 105cm Faux Leather Belt for Dresses Jeans Trousers, Pink Single Pack","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607173","X002MXPJQV","B0H822LLN9","GDFGMY Women Knotted Faux Leather Waist Belt, Hole-Free Adjustable Skinny PU Tie Belt 130cm for Dresses Jeans Jumpers","New","9.49","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607174","X002MXS7RT","B0H82D9NYG","GDFGMY Women Knotted Skinny Faux Leather Waist Belt, Adjustable 130cm PU Tie Belt for Dresses Jumpers Tops, Black White Brown Coffee Multi Colours","New","9.48","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607175","X002MXPHPT","B0H82G9887","GDFGMY Women Elastic Skinny Waist Belt with Bow Buckle","New","10.44","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607176","X002MXTK6L","B0H82GLMJC","GDFGMY Women Elastic Skinny Waist Belt with Bow Buckle","New","8.54","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607177","X002MXURVN","B0H82HTFWM","GDFGMY Women Glitter Mermaid Hair Bow Barrette, Large Fabric Streamer Spring Hair Clip, 26cmx 16cm Sparkly Hair Accessory for Wedding Party Daily, Purple Single Pack","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607178","X002MXW0H7","B0H82ZFGPT","GDFGMY Women Satin Brocade Bow French Hair Barrette, Large Streamer Butterfly Spring Hair Clip 20cm x 14cm Elegant Hair Accessory for Daily Wedding Party, Navy Blue Single Pack","New","5.41","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607179","X002MXUR81","B0H82Z5SH6","GDFGMY 4 Pack Car Door Edge Guard Strips, ABS PVC Self Adhesive Anti-Scratch Anti-Collision Door Protector Trims, Universal Fit for Cars SUVs Vans Trucks, Black 11.4cm x 1.7cm","New","5.12","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607180","X002MXVV1X","B0H82QGYWL","GDFGMY 2 Pack Braided Glasses Chain Lanyards, 70cm Adjustable Polyester Eyewear Retainer Strap with Silicone Anti-Slip Loops for Men Women Adults, Black Violet Pink Available","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607181","X002MVBTNF","B0H7PH2J7Y","GDFGMY 2Pcs Beige Hair Volume Bump Pads, Invisible Oval Hair Inserts with Clips, 9x4x1cm Nylon Metal Styling Padding for Bun Ponytail Updos, All Hair Types","New","6.62","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607182","X002MVC1CN","B0H7PLFPMW","GDFGMY 4 Pack Blonde Sponge Hair Bun Makers, 2 Small 2 Large Flexible Foam Hair Twisters, Lightweight Bun Shaper Styling Tools for Updos, All Hair Types","New","6.63","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607184","X002MV8GIV","B0H7PSD8N9","GDFGMY 3 Pack Dark Colours Flat Claw Hair Clips, Strong Hold Non Slip Duckbill Hair Clips for Thick Fine Hair, Minimalist Plastic Styling Clips for Women Daily Updos & Professional Use","New","6.83","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607185","X002MW7T65","B0H7ST7M3G","GDFGMY 1Pc Black Twisted Banana Hair Clip for Women, Classic Solid Plastic Claw Clip, Strong Hold Hair Accessory for All Hair Types, Daily & Formal Use","New","5.69","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607186","X002MW7VJ5","B0H7SY7QGH","GDFGMY 3 Pack Silver 20 Teeth Metal Hair Combs, Wire Hair Clip Combs for Bridal Wedding Veils, DIY Craft Hair Accessories for Women Long Hair","New","6.83","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607187","X002MWCE51","B0H7SX16CY","GDFGMY 4 Pcs Flower Pearl Hair Bun Maker, Anti-Slip Faux Pearl Donut Bun Shaper, Lazy Hairstyle Styling Accessories for Women Girls, Ideal for Wedding Party Daily Work","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607188","X002MWCF6T","B0H7SM2SLB","GDFGMY Yellow Bridal Hair Side Comb, Fabric Flower Rhinestone Pearl Wedding Hair Accessory for Women, Elegant Bridesmaid Hair Piece for Prom Formal Events Daily Wear","New","6.26","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607189","X002MW0061","B0H7T4SWQZ","GDFGMY Burgundy Bridal Hair Side Comb, Fabric Flower Rhinestone Pearl Wedding Hair Accessory for Women, Elegant Bridesmaid Hair Piece for Prom Formal Events Daily Wear","New","6.26","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607190","X002MWLV7D","B0H7W9N8J1","GDFGMY Pink Flower Hair Clip Brooch Corsage for Women, 4.72 Inch 3-in-1 Floral Hair Accessory with Faux Pearl & Feather, Bridal Styling Piece for Wedding Prom Daily Wear","New","5.68","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607191","X002MX7G67","B0H7X8ZMC6","GDFGMY Purple Victorian Flower Feather Bead Corsage Hair Clip, Fascinator Hair Accessory with Pin for Women, Floral Styling Piece for Wedding Formal Events","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607192","X002MX7ASV","B0H7XMHP56","GDFGMY 3 Pack Gold Hair Cuffs Set, Glossy Geometric Metal Ponytail Holders, Elastic Hair Ties Styling Accessories for Women, Suitable for Long Thick Hair","New","7.12","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607193","X002MXO133","B0H8283GXG","GDFGMY Deep Blue Peacock Rhinestone Hair Bun Maker, French Twist Wrap Styling Tool for Women, Elegant Hair Accessory for Wedding Office Formal Events","New","6.01","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607194","X002MXP9BB","B0H82CX35S","GDFGMY 2 Pack Violet Silicone Bike Brake Lever Covers, Non-Slip Waterproof Ergonomic Brake Grips, Universal Fit for Road Mountain Most Bicycles","New","4.84","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607195","X002MXOVTH","B0H827LPQZ","GDFGMY 2 Pack White TPR Bike Brake Lever Covers, Anti-Slip Textured Protective Handle Sleeves, Universal Fit for Mountain Road Folding Bicycles","New","8.54","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607196","X002MXSIDH","B0H825BMYT","GDFGMY 4 Pack Leopard Print Velvet Hair Scrunchies, Soft Elastic Large Hair Ties Vintage Leopard Hair Bands Women Daily Fashion Hair Accessories","New","5.69","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607198","X002MWEF3Z","B0H7W2Y3BJ","GDFGMY Large Tortoise Shell Hair Claw Clips, Nonslip Celluloid Butterfly Jaw Clips, Strong Hold Big Hair Clips for Thick Curly Hair Women Daily Styling","New","9.02","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607199","X002MWLQ7X","B0H7VPJ4Q6","GDFGMY 5 Pcs Embossed Metal Shank Buttons, White Gold Vintage Engraved Copper Buttons, DIY Sewing Fasteners for Coat Jacket Garment Accessories","New","6.64","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607200","X002MWMRRL","B0H7W7JYVC","GDFGMY 50 Sets Sew On Metal Snap Buttons, 10mm Nickel Plated Brass Snap Fasteners, DIY Replacement Press Studs for Clothing Bags Craft Projects","New","9.49","No",,"Yes","0","0","0","0","29","99.96","0","29","0","0","0","0","0","0","0","0",
"GD2607201","X002MWMUYL","B0H7W7SQ9Y","GDFGMY Antique Gold Anchor Metal Shank Buttons, 11 Sets Brass Embossed Suit Blazer Buttons, Sew On Decorative Buttons for Coat Uniform Jacket","New","8.26","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607202","X002MWOAPX","B0H7WB6H85","GDFGMY 12 Pack 20mm Matte Gold Hollow Metal Shank Buttons, Retro Carved Sew On Buttons for Coat Suit Shirt Handmade Crafts","New","5.69","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
"GD2607203","X002MWPAN9","B0H7WFFKBQ","GDFGMY 8 Pack Magic Foam Bun Maker, Lazy Hair Twister Styling Tool, Black Sponge Updo Shaper Hair Accessories for Women Girls Daily Hairstyle","New","6.74","No",,"Yes","0","0","0","0","30","99.96","0","30","0","0","0","0","0","0","0","0",
